tweet_id,text,airline_sentiment,airline_sentiment_confidence,airline,negativereason,negativereason_confidence,tweet_created,retweet_count,clean_text,label
568771089372979200,@united I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks,negative,1.0,United,Late Flight,1.0,2015-02-20 05:56:09 -0800,1,i really have a hard time believing that planes in this terminal are all delayed for mechanical issues whatgives dullessucks,0
570084406204997632,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-23 20:54:48 -0800,0,no one picks up the phone all day no opportunity to leave a voicemail,0
569714003653431296,@AmericanAir done. I hope you can offer something.,neutral,0.6719,American,,0.0,2015-02-22 20:22:57 -0800,0,done i hope you can offer something,1
568547227527819264,@united thanks! Everything a-ok now.,positive,1.0,United,,,2015-02-19 15:06:36 -0800,0,thanks! everything aok now,2
568576058645188608,@USAirways problem with flight in Gainesville US Airways  5137 to CLT will miss connecting flight 5547 to IAD. When can I get another flight,negative,0.6632,US Airways,Late Flight,0.3571,2015-02-19 17:01:10 -0800,0,problem with flight in gainesville us airways to clt will miss connecting flight to iad when can i get another flight,0
568790795253186560,"@USAirways never let's me down, every. Single. Flight. Gets delayed.",negative,1.0,US Airways,Late Flight,1.0,2015-02-20 07:14:27 -0800,0,never lets me down every single flight gets delayed,0
567735489688395776,@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈,positive,1.0,Southwest,,,2015-02-17 09:21:03 -0800,0,great job with the passbook integration! itll really help streamline the commute to san fran!,2
570010539499393025,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,neutral,1.0,Virgin America,,,2015-02-23 16:01:17 -0800,0,after last night tribute soundofmusic oscars ! i think agree,1
569972422130032640,"@AmericanAir AA1675 flight out of Jamaica was Cancelled Flightled yesterday due to ""weather"", while other flights were still landing at DFW",negative,1.0,American,Cancelled Flight,1.0,2015-02-23 13:29:49 -0800,0,aa flight out of jamaica was cancelled flightled yesterday due to weather while other flights were still landing at dfw,0
568467055747313664,"@SouthwestAir @BrittanyOBX11, keeping families apart w/ your quirky, archaic policies. Any other airline accommodates in this situation.",negative,0.6702,Southwest,Can't Tell,0.3404,2015-02-19 09:48:02 -0800,1,keeping families apart w your quirky archaic policies any other airline accommodates in this situation,0
569550290753445889,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,negative,1.0,United,Bad Flight,0.6686,2015-02-22 09:32:25 -0800,0,i would appreciate a response regarding the pressurization failure on flight you seem to be responding to less serious issues,0
568807083270762497,@JetBlue something they're not telling us (2),negative,1.0,Delta,Can't Tell,0.6487,2015-02-20 08:19:11 -0800,0,something theyre not telling us,0
569631293429821440,@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8,negative,0.6681,American,Customer Service Issue,0.6681,2015-02-22 14:54:18 -0800,0,no worries they called back hrs late flightr while i was asleep and took an additional fee so by aa standards everythings gr,0
568157049344937984,@united I had to change airports to actually get a flight out when my flight from FAY was Cancelled Flightled twice. $180 taxi ride to RDU--reimburse?,negative,1.0,United,Cancelled Flight,1.0,2015-02-18 13:16:11 -0800,1,i had to change airports to actually get a flight out when my flight from fay was cancelled flightled twice taxi ride to rdureimburse,0
570278803399798784,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings,negative,1.0,American,Damaged Luggage,0.6771,2015-02-24 09:47:16 -0800,0,extremely upset that your baggage handlers decide to go in my luggage and take my belongings,0
567846268090740737,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks,positive,1.0,Delta,,,2015-02-17 16:41:15 -0800,0,i agree!!! if only there was a frequent tweeter discount so i could fly to see more friends!,2
570088470171013120,@AmericanAir the last was 2339 dfw to ord. Not weather reLate Flightd... Austin leg delayed as well,negative,1.0,American,Late Flight,1.0,2015-02-23 21:10:57 -0800,0,the last was dfw to ord not weather relate flightd austin leg delayed as well,0
570082289939406848,@AmericanAir I am traveling from AUH to IAD via etihad and then from IAD to DFW via AA. Will I be able to retrieve my checked bag in IAD?,neutral,0.669,American,,0.0,2015-02-23 20:46:24 -0800,0,i am traveling from auh to iad via etihad and then from iad to dfw via aa will i be able to retrieve my checked bag in iad,1
567929586077425664,@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.,negative,1.0,United,Lost Luggage,1.0,2015-02-17 22:12:19 -0800,0,are my bags here yet they were at palm springs airport i was at lax how come i beat my bags here,0
568498076962451456,"@SouthwestAir @saianel You could have just said ""We don't know""",negative,0.6485,Southwest,Customer Service Issue,0.6485,2015-02-19 11:51:18 -0800,0,you could have just said we dont know,0
569648713980715010,@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?,negative,1.0,American,Late Flight,1.0,2015-02-22 16:03:31 -0800,0,flight in dfw now delayed hours waiting sitting in plane for baggage to be loaded why,0
568676407729131520,"@united still awaiting a reply from ur customer services?  18 days, no response? Lousy #unitedairlines",negative,1.0,United,Customer Service Issue,1.0,2015-02-19 23:39:55 -0800,0,still awaiting a reply from ur customer services days no response lousy unitedairlines,0
567811573265260544,@USAirways This flight was for my brother. He has been rebooked and I was able to give my info over the phone to get him a pass to the Club.,negative,0.6775,US Airways,Flight Booking Problems,0.3535,2015-02-17 14:23:23 -0800,0,this flight was for my brother he has been rebooked and i was able to give my info over the phone to get him a pass to the club,0
569606135960858624,@AmericanAir I've been trying to change frm AA 2401 to LAX at 6:50am MONDAY morning then AA 2586 from LAX to FAT to flight AA 1359?#helpAA,neutral,0.6545,American,,0.0,2015-02-22 13:14:20 -0800,0,ive been trying to change frm aa to lax at am monday morning then aa from lax to fat to flight aa helpaa,1
569668818253053952,@JetBlue. A bunch of flights are delayed from FFL to Northeast destinations. No announcements at the gate. What's going on?,negative,1.0,Delta,Late Flight,1.0,2015-02-22 17:23:24 -0800,0,a bunch of flights are delayed from ffl to northeast destinations no announcements at the gate whats going on,0
570215359963406337,@united DM does not work what do I do?,neutral,0.6735,United,,0.0,2015-02-24 05:35:10 -0800,0,dm does not work what do i do,1
567772770604298240,@JetBlue Great thanks,positive,0.6591,Delta,,,2015-02-17 11:49:11 -0800,0,great thanks,2
569136050951622656,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,positive,1.0,US Airways,,,2015-02-21 06:06:23 -0800,0,a big thanks to the gate agent fltkeeping us informed of the delaygreatcustomerservice,2
568490310524936192,@JetBlue Capital One and I explained the false fraud alert. Why did the Jet Blue representative issue me a new tkt if it wasn't resolved?,negative,0.6624,Delta,Customer Service Issue,0.3547,2015-02-19 11:20:26 -0800,0,capital one and i explained the false fraud alert why did the jet blue representative issue me a new tkt if it wasnt resolved,0
570236169310437376,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?,neutral,0.6667,Southwest,,0.0,2015-02-24 06:57:51 -0800,0,will flight that arrives at e be a penguin plane,1
570285115655348226,@united i DMed you the details,neutral,0.6523,United,,0.0,2015-02-24 10:12:21 -0800,0,i dmed you the details,1
568899508601430016,@SouthwestAir not if its travel Credit you used to buy and it expires on the day you find a lower rate,negative,0.6319,Southwest,Flight Booking Problems,0.6319,2015-02-20 14:26:27 -0800,0,not if its travel credit you used to buy and it expires on the day you find a lower rate,0
568925709189705728,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,negative,1.0,United,Bad Flight,1.0,2015-02-20 16:10:33 -0800,0,what idiot designed your seats armrest tv remote amp resting elbows dont mix seatmate keeps changing channels amp blasting volume,0
568508151852457985,@united As it always is. Helps to communicate to customers.,negative,0.3401,United,Late Flight,0.3401,2015-02-19 12:31:20 -0800,0,as it always is helps to communicate to customers,0
568951377231114240,@united landing in Chicago - saw it once we were already airborne.,neutral,0.6651,United,,0.0,2015-02-20 17:52:33 -0800,0,landing in chicago saw it once we were already airborne,1
568959665360384000,@USAirways US Airways website. So you double charge people when they book flights now? Apparently you have but I've never been booked twice,negative,1.0,US Airways,Flight Booking Problems,1.0,2015-02-20 18:25:29 -0800,0,us airways website so you double charge people when they book flights now apparently you have but ive never been booked twice,0
569688901922615296,"@AmericanAir thanks for the call on my Cancelled Flightled flight, NOT!  Flight Booking Problems me for Tues no good weather caused me 2 leave early",negative,1.0,American,Cancelled Flight,0.6838,2015-02-22 18:43:13 -0800,0,thanks for the call on my cancelled flightled flight not! flight booking problems me for tues no good weather caused me leave early,0
569317426975760384,@USAirways JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS,neutral,1.0,US Airways,,,2015-02-21 18:07:06 -0800,0,just landed flight any chance of making flight phoenix to aus,1
567747668512735232,@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue,negative,1.0,Delta,Cancelled Flight,0.6401,2015-02-17 10:09:27 -0800,0,as much i have paid in fees plus hotel and food because of your changes i could had flown with a more reliable airline nojetblue,0
569678813602418688,@SouthwestAir  how do you get one?,neutral,1.0,Southwest,,,2015-02-22 18:03:07 -0800,0,how do you get one,1
570234996562112512,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,negative,1.0,United,Can't Tell,0.3501,2015-02-24 06:53:12 -0800,0,everyone around us is sitting with their friends and family members they booked their tickets in october and december we bought,0
569616934225846273,@AmericanAir the reservation system won't even let us leave our phone #. I have no way to fix that you rebooked me on wrong day!,negative,1.0,American,Flight Booking Problems,0.6604,2015-02-22 13:57:14 -0800,0,the reservation system wont even let us leave our phone i have no way to fix that you rebooked me on wrong day!,0
567882458357714944,"@united 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?",negative,1.0,United,Bad Flight,1.0,2015-02-17 19:05:03 -0800,0,ewrlax ua my seatarmrest broken discover after takeoff flight fullfa filed report who to chat with for partial refund,0
568746335446441984,@JetBlue no updates on anything! All we know is there is an issue with the front wheels being locked.,negative,1.0,Delta,Late Flight,0.3789,2015-02-20 04:17:47 -0800,0,no updates on anything! all we know is there is an issue with the front wheels being locked,0
569674873787658240,@SouthwestAir flying by myself is getting old,neutral,0.6732,Southwest,,,2015-02-22 17:47:28 -0800,0,flying by myself is getting old,1
567733656106459136,"@SouthwestAir been on hold for over an hour.....not cool, you guys.",negative,1.0,Southwest,Customer Service Issue,0.6836,2015-02-17 09:13:46 -0800,0,been on hold for over an hournot cool you guys,0
568715209944244224,"@USAirways 7+ hrs stranded in DCA...zero apologies and the worst customer service. Been a faithful traveler for 15+ years, but no more!",negative,1.0,US Airways,Flight Attendant Complaints,0.3571,2015-02-20 02:14:06 -0800,2,hrs stranded in dcazero apologies and the worst customer service been a faithful traveler for years but no more!,0
567810573002620928,"seriously, I want to work on the JetBlue social team RT @JetBlue: @vincenzolandino http://t.co/eiGaJyzcW2",neutral,0.6612,Delta,,,2015-02-17 14:19:24 -0800,0,seriously i want to work on the jetblue social team,1
567739357881040896,"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",negative,1.0,United,Customer Service Issue,0.3654,2015-02-17 09:36:25 -0800,0,i was denied use of a rear facing car seat on ua an erj can you confirm the actual policy,0
570267215720800256,@JetBlue Come on and provide service from Destin- Fort Walton Beach Airport,neutral,0.6875,Delta,,,2015-02-24 09:01:13 -0800,0,come on and provide service from destin fort walton beach airport,1
568507977235365888,@united I'm not as sure as you are. http://t.co/HSMpbSF4UF,negative,1.0,United,Late Flight,1.0,2015-02-19 12:30:38 -0800,0,im not as sure as you are,0
568591324737200128,@USAirways 45 minutes on hold waiting to speak with an agent !! Come on #USAirways !!! Ridiculous #baggagelost #usairways,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-19 18:01:50 -0800,0,minutes on hold waiting to speak with an agent !! come on usairways !!! ridiculous baggagelost usairways,0
569937119411462144,"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",negative,1.0,Southwest,Cancelled Flight,0.6464,2015-02-23 11:09:32 -0800,0,delayed twice now cancelled flightedsent complaint email yet no response need an explanation pls notsatisfied smh unhappy,0
570288799860846592,@SouthwestAir they were moved to the 210pm flight #4649. Main concern now is luggage arriving with them. They were told that SW was having,negative,0.6477,Southwest,Lost Luggage,0.3295,2015-02-24 10:26:59 -0800,0,they were moved to the pm flight main concern now is luggage arriving with them they were told that sw was having,0
569849818694037504,@AmericanAir Can I get some assistance? Flight Cancelled Flightled (today) from PHX to DFW. Not that I'm hating. But my job is concerned,negative,1.0,American,Cancelled Flight,1.0,2015-02-23 05:22:38 -0800,0,can i get some assistance flight cancelled flightled today from phx to dfw not that im hating but my job is concerned,0
569704108095111168,@USAirways any update on this flight?It's more than three hours delayed. Thank you.,negative,1.0,US Airways,Late Flight,1.0,2015-02-22 19:43:38 -0800,0,any update on this flightits more than three hours delayed thank you,0
569782378270314498,@AmericanAir I certainly hope my LA /PBI on 25 th has a NEW plane . The seats on Feb 11 th flight ( in reverse) God awful,negative,1.0,American,Bad Flight,1.0,2015-02-23 00:54:39 -0800,0,i certainly hope my la pbi on th has a new plane the seats on feb th flight in reverse god awful,0
569692012456181760,@AmericanAir instead of putting the burden on your customers do the right thing and get more gate agents.,negative,1.0,American,Customer Service Issue,0.7014,2015-02-22 18:55:34 -0800,0,instead of putting the burden on your customers do the right thing and get more gate agents,0
568961016782036992,@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.,negative,1.0,United,Bad Flight,0.3864,2015-02-20 18:30:51 -0800,0,youre right good you caught the mechanical failure too bad there are no blankets but ok,0
570008443626647552,@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,negative,1.0,United,Can't Tell,0.3477,2015-02-23 15:52:57 -0800,0,still waiting to hear back my wallet was stolen from one of your planes so would appreciate a resolution here,0
568898792247992320,@JetBlue Please come to Indianapolis!,positive,1.0,Delta,,,2015-02-20 14:23:36 -0800,0,please come to indianapolis!,2
567804646157475840,@united for our birthdays my fiancé &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,neutral,0.6663,United,,,2015-02-17 13:55:51 -0800,0,for our birthdays my fianc amp i want to travel late flight april youre our fave airline but frontier has this,1
568522203198697474,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",negative,0.6436,Virgin America,Can't Tell,0.324,2015-02-19 13:27:10 -0800,0,seriously though will there not be direct flights from sfofll in may,0
567769337256484864,@USAirways flight 1808 is not leaving at 2:45 because we haven't even begun to board yet. Please update your website ASAP,negative,1.0,US Airways,Late Flight,0.3545,2015-02-17 11:35:33 -0800,0,flight is not leaving at because we havent even begun to board yet please update your website asap,0
569830265364701184,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,negative,1.0,United,Customer Service Issue,1.0,2015-02-23 04:04:56 -0800,0,very poor customer service i will think again befor flight booking problems another united flight,0
569198593158086656,@USAirways providing poor customer service by responding to complaints with a copy and paste tempLate Flight unreLate Flightd to complaint #usairwaysfail,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-21 10:14:54 -0800,0,providing poor customer service by responding to complaints with a copy and paste template flight unrelate flightd to complaint usairwaysfail,0
569872756302422017,@AmericanAir are you anticipating weather-reLate Flightd Cancelled Flightations for afternoon departures out of AUS today?,neutral,0.6496,American,,0.0,2015-02-23 06:53:47 -0800,0,are you anticipating weatherrelate flightd cancelled flightations for afternoon departures out of aus today,1
569198999904886784,@USAirways undermines the intelligence of customers by ignoring their complaints with their copy and paste canned responses #usairwaysfail,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-21 10:16:31 -0800,0,undermines the intelligence of customers by ignoring their complaints with their copy and paste canned responses usairwaysfail,0
567746527704018944,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,positive,1.0,United,,,2015-02-17 10:04:55 -0800,0,thankful for great service in newark seats fixed and i was seated with my daughter! fab landing in fort myers!,2
569489006955769856,@USAirways took me 4+ hours to book flights yesterday due to system errors between you and @AmericanAir. paid $320 extra due to time lapse,negative,1.0,US Airways,Flight Booking Problems,0.6308,2015-02-22 05:28:54 -0800,0,took me hours to book flights yesterday due to system errors between you and paid extra due to time lapse,0
568054666216509441,@SouthwestAir 2 bags fly free!  So what's with all the carry-on's? #packingayak @BrianReganComic,negative,0.677,Southwest,Lost Luggage,0.3761,2015-02-18 06:29:21 -0800,0,bags fly free! so whats with all the carryons packingayak,0
569664636179476480,@JetBlue your crew didn't say it was about safety. If they say that I was glad to stay ... Check the information you give to the costumers,negative,1.0,Delta,Customer Service Issue,0.6779,2015-02-22 17:06:47 -0800,0,your crew didnt say it was about safety if they say that i was glad to stay check the information you give to the costumers,0
568798862086836225,@JetBlue when your flights delayed :)))&gt;&gt;&gt;,negative,0.7090000000000001,Delta,Late Flight,0.7090000000000001,2015-02-20 07:46:31 -0800,0,when your flights delayed gtgtgt,0
570197146894520320,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?",neutral,1.0,Delta,,,2015-02-24 04:22:48 -0800,0,hi there any rough idea of when january flights will be made available,1
569269594386526209,"@USAirways woohoo! He still has 1 more flight but so happy to hear they're in the air, just about cried! (Must be the preggo hormones!) thx!",positive,0.6276,US Airways,,,2015-02-21 14:57:02 -0800,0,woohoo! he still has more flight but so happy to hear theyre in the air just about cried! must be the preggo hormones! thx!,2
569846356409339906,@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.,positive,1.0,American,,,2015-02-23 05:08:53 -0800,0,thank you for doing the best you could to get me rebooked agent on phone amp addtl resolution on dm was very much appreciated,2
570075821127249920,@AmericanAir Late Flight again geez flt2417 #Late Flight #delays #typical,negative,1.0,American,Late Flight,1.0,2015-02-23 20:20:41 -0800,0,late flight again geez flt late flight delays typical,0
569338966857687040,"@USAirways Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins, no compassion.",negative,1.0,US Airways,Flight Attendant Complaints,0.6727,2015-02-21 19:32:42 -0800,0,cant stress enough how awful the agent was for flight knew ppl from delayed flight were on way in mins no compassion,0
569642267385798657,"@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks.",positive,0.6516,American,,,2015-02-22 15:37:54 -0800,0,hmm looks like you looked at my tweet from last month not this one was able to get uk agent to help me thanks,2
569737259999571968,"@JetBlue appreciate the response but already spoke to a MCO and their response was ""There is nothing we can do"" idk if that's what you mean",negative,0.6392,Delta,Customer Service Issue,0.3299,2015-02-22 21:55:22 -0800,0,appreciate the response but already spoke to a mco and their response was there is nothing we can do idk if thats what you mean,0
569890258181070848,@AmericanAir check your DM please,neutral,1.0,American,,,2015-02-23 08:03:20 -0800,0,check your dm please,1
568560130117251072,@USAirways we got our bags today. Thanks!,neutral,0.3451,US Airways,,0.0,2015-02-19 15:57:53 -0800,0,we got our bags today thanks!,1
567729135733465088,@USAirways thank you for blowing my vacation. Couldn't get me anywhere today to make my reservation and also lost 2 bags of mine!,negative,1.0,US Airways,Customer Service Issue,0.6275,2015-02-17 08:55:48 -0800,0,thank you for blowing my vacation couldnt get me anywhere today to make my reservation and also lost bags of mine!,0
569244182155534336,@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?,negative,1.0,Southwest,Cancelled Flight,1.0,2015-02-21 13:16:03 -0800,0,my sons flight was cancelled flightled today i was on hold hours to no avail can you help me rebook,0
569887654713499648,@JetBlue to start 3xweekly @EmbraerSA #E190 flights from #Washington Reagan to #Nantucket between 19JUN-6SEP #avgeek,neutral,1.0,Delta,,,2015-02-23 07:52:59 -0800,0,to start xweekly e flights from washington reagan to nantucket between junsep avgeek,1
569667918557900800,@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!,negative,1.0,American,Flight Attendant Complaints,0.6793,2015-02-22 17:19:50 -0800,0,a worker just checked for ice on our plane using his cell phone flashlight! really! come on!,0
569602974671990784,"@JetBlue You never got my wife to her destination and you expect a $75.00 ""goodwill credit"" will  make everything hunky-dory. You blew it.",negative,1.0,Delta,Can't Tell,0.6705,2015-02-22 13:01:46 -0800,0,you never got my wife to her destination and you expect a goodwill credit will make everything hunkydory you blew it,0
569715248720007169,@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys 💔😪,negative,1.0,Southwest,Late Flight,1.0,2015-02-22 20:27:54 -0800,0,is this a joke my return flight is delayed too! in a row! new record from you guys,0
569644168584105984,"@AmericanAir @sa_craig no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers.",negative,1.0,American,Flight Attendant Complaints,1.0,2015-02-22 15:45:27 -0800,0,no gate agent and only pa updates for hours hinted at abandonment horrible experience for all passengers,0
568067622698291200,"@united 6344,6373, Sfo-Dfw also 1576 SFO-ORD",neutral,1.0,United,,,2015-02-18 07:20:50 -0800,0,sfodfw also sfoord,1
569897005297709057,@AmericanAir I dmed,negative,0.6707,American,Can't Tell,0.6707,2015-02-23 08:30:08 -0800,0,i dmed,0
569863765451255809,@united I have been told twice my issue has been resolved and twice it has not been. And when I write an email it bounces?! #worstservice,negative,1.0,United,Customer Service Issue,1.0,2015-02-23 06:18:03 -0800,0,i have been told twice my issue has been resolved and twice it has not been and when i write an email it bounces! worstservice,0
569491079952642051,@united I would like to know what is the easiest way to get a refund.,negative,0.6768,United,Customer Service Issue,0.3434,2015-02-22 05:37:08 -0800,0,i would like to know what is the easiest way to get a refund,0
568506661373145089,"@SouthwestAir any idea if there will be any ""spring sales"" soon for travel from Late Flight August to early September? Going from PA to LAX.",neutral,1.0,Southwest,,,2015-02-19 12:25:25 -0800,0,any idea if there will be any spring sales soon for travel from late flight august to early september going from pa to lax,1
569688822180503552,@AmericanAir waiting for you to pick up... Coming up on 3 hours now... http://t.co/nOPq5xIsbS,negative,1.0,American,Customer Service Issue,1.0,2015-02-22 18:42:54 -0800,0,waiting for you to pick up coming up on hours now,0
570304244001193984,@USAirways Been stuck for 40+ minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund,negative,1.0,US Airways,longlines,0.3663,2015-02-24 11:28:22 -0800,0,been stuck for minutes due to lavatory issues no beverages no snacks no customer service flt to pho fail refund,0
569597666025345024,"@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome.",negative,1.0,American,Customer Service Issue,0.3482,2015-02-22 12:40:40 -0800,0,when i left orlando i was nd in line for standby i land and im th priority members get first available seats awesome,0
567876794788872192,@united 618 was flight out of Houston,neutral,0.6931,United,,0.0,2015-02-17 18:42:33 -0800,0,was flight out of houston,1
570254721140850689,"@AmericanAir I'd love to take my seat, but it appears as though someone already has.  #disappointed #upgrademe #wtf http://t.co/9Gx5mMmubb",negative,1.0,American,Can't Tell,0.3579,2015-02-24 08:11:34 -0800,0,id love to take my seat but it appears as though someone already has disappointed upgrademe wtf,0
570270436463759360,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,negative,1.0,United,Customer Service Issue,0.6735,2015-02-24 09:14:01 -0800,0,thnx for quick reply but dont think you can assist our intl grp will be put to considerable inconvenience today,0
569327949553520640,@united Did I mention that I was ON THE PLANE so is my luggage. My luggage that I'm not going to have for how many days.,negative,1.0,United,Lost Luggage,1.0,2015-02-21 18:48:55 -0800,0,did i mention that i was on the plane so is my luggage my luggage that im not going to have for how many days,0
567973066929614848,@JetBlue marks 15th birthday with 'Blumanity' paint job - @Dallas_News (blog) http://t.co/lFGR0Nifut,neutral,0.6872,Delta,,,2015-02-18 01:05:06 -0800,0,marks th birthday with blumanity paint job blog,1
569893924942299136,@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3),neutral,1.0,Southwest,,,2015-02-23 08:17:54 -0800,0,we invite to fallow learn about our activitiesprevention programs of health by condomrito familywe r c,1
569592674400907264,@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?,negative,0.6788,American,Cancelled Flight,0.6788,2015-02-22 12:20:50 -0800,0,my flight out of tyr tomorrow was cancelled flighted due to weather how long until a rebook,0
569842929860263936,"@AmericanAir called last night, after 10hrs got call back, can I get a one day pass to admirals club? I'm going to be spending 7hrs in DFW",negative,1.0,American,Customer Service Issue,0.6531,2015-02-23 04:55:16 -0800,0,called last night after hrs got call back can i get a one day pass to admirals club im going to be spending hrs in dfw,0
568561938457690112,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe,neutral,0.6854,Delta,,,2015-02-19 16:05:04 -0800,0,has dc thinking about summer with new nantucket service syscon media pr,1
567829543723102208,"@united so, not only were you Late Flight, you broke my luggage handle. You paying for a new one? http://t.co/nYVV1X3d67",negative,1.0,United,Damaged Luggage,1.0,2015-02-17 15:34:47 -0800,0,so not only were you late flight you broke my luggage handle you paying for a new one,0
